Id,Probability
1,0.004
2,0.01
3,0.018
4,0.082
5,0.13
6,0.028
7,0.024
8,0.124
9,0
10,0.238
11,0.008
12,0.034
13,0.002
14,0.038
15,0.03
16,0.002
17,0.02
18,0.002
19,0.202
20,0.082
21,0
22,0.012
23,0.004
24,0.338
25,0.04
26,0.008
27,0.012
28,0
29,0.034
30,0.05
31,0.024
32,0.002
33,0.05
34,0.014
35,0.452
36,0.042
37,0.032
38,0.01
39,0.006
40,0.028
41,0.178
42,0.322
43,0.054
44,0.004
45,0.084
46,0
47,0.004
48,0.006
49,0
50,0.022
51,0.016
52,0.012
53,0
54,0.038
55,0.046
56,0.028
57,0
58,0.138
59,0.07
60,0.084
61,0.024
62,0
63,0.02
64,0.032
65,0.022
66,0.01
67,0.02
68,0.17
69,0.002
70,0.672
71,0.004
72,0.058
73,0.002
74,0.146
75,0.004
76,0.028
77,0.09
78,0.032
79,0.068
80,0.008
81,0
82,0.014
83,0.11
84,0.016
85,0.01
86,0.01
87,0.116
88,0.006
89,0.036
90,0.002
91,0.072
92,0.006
93,0.01
94,0.032
95,0.004
96,0.276
97,0.026
98,0.064
99,0.004
100,0.014
101,0.034
102,0.04
103,0
104,0.056
105,0.216
106,0.016
107,0.266
108,0.014
109,0
110,0.004
111,0.004
112,0.026
113,0.028
114,0.514
115,0.07
116,0.008
117,0
118,0.032
119,0.014
120,0
121,0.026
122,0.044
123,0.002
124,0.566
125,0.002
126,0.012
127,0.006
128,0.008
129,0.002
130,0.036
131,0.032
132,0.024
133,0
134,0.132
135,0.194
136,0
137,0.222
138,0.132
139,0.002
140,0.038
141,0.02
142,0.01
143,0
144,0.012
145,0.226
146,0.006
147,0.002
148,0.186
149,0
150,0.064
151,0.002
152,0.028
153,0
154,0
155,0.016
156,0.042
157,0.024
158,0
159,0.09
160,0.014
161,0.008
162,0.04
163,0
164,0.058
165,0.002
166,0.014
167,0.394
168,0
169,0.11
170,0.01
171,0
172,0.052
173,0.002
174,0.032
175,0.024
176,0.338
177,0.012
178,0.134
179,0.03
180,0.004
181,0.082
182,0.004
183,0.012
184,0.024
185,0.112
186,0
187,0.004
188,0.014
189,0.016
190,0.008
191,0.018
192,0.034
193,0
194,0.046
195,0
196,0.046
197,0
198,0
199,0
200,0.004
201,0.05
202,0.03
203,0.42
204,0.016
205,0.018
206,0
207,0.03
208,0
209,0.056
210,0
211,0.066
212,0.002
213,0.006
214,0.004
215,0
216,0.02
217,0
218,0.028
219,0.004
220,0
221,0
222,0.004
223,0.006
224,0
225,0.012
226,0.034
227,0.002
228,0.01
229,0.11
230,0.424
231,0.44
232,0.004
233,0.002
234,0.004
235,0.002
236,0.174
237,0.308
238,0
239,0
240,0.004
241,0.012
242,0.006
243,0.002
244,0.012
245,0.014
246,0.006
247,0.002
248,0
249,0.008
250,0.224
251,0
252,0.33
253,0
254,0.09
255,0
256,0.002
257,0.044
258,0.134
259,0.044
260,0.206
261,0.014
262,0.004
263,0.01
264,0.01
265,0.022
266,0.004
267,0.044
268,0.016
269,0.234
270,0.002
271,0
272,0.066
273,0
274,0.024
275,0
276,0.004
277,0
278,0.002
279,0.012
280,0
281,0.548
282,0.03
283,0.052
284,0.012
285,0
286,0
287,0.004
288,0.016
289,0.076
290,0.044
291,0.282
292,0.026
293,0.008
294,0.006
295,0
296,0.016
297,0.05
298,0.018
299,0
300,0.002
301,0.142
302,0
303,0.014
304,0.012
305,0.412
306,0.014
307,0
308,0.152
309,0.114
310,0.004
311,0.572
312,0.008
313,0.316
314,0.012
315,0.044
316,0.052
317,0.3
318,0.004
319,0.002
320,0.066
321,0.128
322,0.014
323,0.016
324,0.008
325,0.04
326,0.008
327,0.022
328,0.01
329,0.022
330,0
331,0.002
332,0.01
333,0.008
334,0.03
335,0.02
336,0.002
337,0.008
338,0.23
339,0.092
340,0.006
341,0
342,0.014
343,0.016
344,0.036
345,0.022
346,0.028
347,0.39
348,0.086
349,0.01
350,0
351,0.02
352,0.032
353,0
354,0.072
355,0.002
356,0.002
357,0.418
358,0
359,0.002
360,0.408
361,0
362,0.008
363,0.002
364,0.004
365,0.066
366,0.03
367,0.004
368,0.028
369,0.014
370,0.434
371,0.004
372,0.132
373,0.002
374,0.002
375,0.012
376,0
377,0.056
378,0.006
379,0.014
380,0.016
381,0.002
382,0.006
383,0.052
384,0.162
385,0.064
386,0
387,0
388,0.012
389,0.008
390,0.024
391,0
392,0.002
393,0.03
394,0.056
395,0.008
396,0.002
397,0.05
398,0.084
399,0.002
400,0.02
401,0
402,0.004
403,0.004
404,0
405,0.778
406,0.734
407,0.046
408,0.134
409,0.022
410,0.004
411,0.004
412,0.018
413,0.104
414,0.002
415,0
416,0.258
417,0.122
418,0.002
419,0.002
420,0
421,0.026
422,0
423,0.018
424,0.002
425,0.002
426,0
427,0.014
428,0
429,0.062
430,0.01
431,0.33
432,0
433,0.01
434,0.002
435,0.026
436,0.028
437,0.04
438,0.034
439,0.002
440,0.052
441,0.008
442,0.006
443,0.078
444,0.01
445,0.126
446,0.334
447,0.01
448,0.034
449,0.026
450,0
451,0.026
452,0
453,0.082
454,0.032
455,0.028
456,0.016
457,0.012
458,0.02
459,0.062
460,0.004
461,0.006
462,0.012
463,0.002
464,0.008
465,0.02
466,0.006
467,0
468,0.004
469,0
470,0.276
471,0
472,0
473,0.388
474,0.05
475,0.034
476,0.004
477,0.002
478,0
479,0.018
480,0.002
481,0.15
482,0.002
483,0.044
484,0.034
485,0
486,0.298
487,0
488,0.054
489,0.168
490,0.006
491,0
492,0.014
493,0.37
494,0.008
495,0.206
496,0.038
497,0
498,0.004
499,0.06
500,0.006
501,0.088
502,0.002
503,0.03
504,0.01
505,0
506,0.188
507,0.008
508,0.002
509,0.002
510,0.016
511,0.024
512,0.144
513,0.054
514,0.022
515,0.008
516,0.254
517,0
518,0.006
519,0.004
520,0.012
521,0.016
522,0
523,0.038
524,0.04
525,0.026
526,0.326
527,0.08
528,0.008
529,0.25
530,0.014
531,0.016
532,0
533,0.016
534,0
535,0.012
536,0.016
537,0.004
538,0.068
539,0.002
540,0.008
541,0.03
542,0.012
543,0.08
544,0.056
545,0.016
546,0.002
547,0.07
548,0.006
549,0.002
550,0.162
551,0.372
552,0.1
553,0.018
554,0
555,0.13
556,0.056
557,0.006
558,0.056
559,0.228
560,0.03
561,0
562,0.002
563,0.03
564,0.008
565,0.048
566,0.002
567,0.002
568,0.006
569,0.396
570,0.09
571,0.074
572,0.014
573,0.006
574,0.076
575,0.014
576,0
577,0.058
578,0.002
579,0.176
580,0.002
581,0.01
582,0.01
583,0.008
584,0.04
585,0.004
586,0.002
587,0.014
588,0.032
589,0.012
590,0.002
591,0.022
592,0.002
593,0
594,0.008
595,0.236
596,0.006
597,0
598,0.008
599,0.05
600,0
601,0.002
602,0.044
603,0.006
604,0
605,0.07
606,0.012
607,0.212
608,0.014
609,0.422
610,0.036
611,0.028
612,0
613,0.022
614,0.016
615,0.012
616,0.014
617,0.098
618,0.014
619,0.018
620,0.012
621,0
622,0.036
623,0.016
624,0.01
625,0.044
626,0.482
627,0.066
628,0.004
629,0
630,0.224
631,0.022
632,0.006
633,0
634,0.024
635,0.108
636,0
637,0
638,0
639,0.218
640,0
641,0.002
642,0.228
643,0.08
644,0.54
645,0.034
646,0.258
647,0
648,0.118
649,0.012
650,0.022
651,0.33
652,0.008
653,0.03
654,0.49
655,0.006
656,0.012
657,0.004
658,0.012
659,0.15
660,0.078
661,0.01
662,0.448
663,0.154
664,0.102
665,0.492
666,0
667,0.008
668,0.082
669,0.52
670,0.012
671,0.002
672,0.026
673,0.016
674,0
675,0.478
676,0.184
677,0.012
678,0.04
679,0.018
680,0.102
681,0.054
682,0.002
683,0.034
684,0.01
685,0.118
686,0.002
687,0.01
688,0.006
689,0.016
690,0.012
691,0.064
692,0.4
693,0.012
694,0.068
695,0.03
696,0.008
697,0
698,0.034
699,0.232
700,0.006
701,0
702,0.364
703,0.102
704,0.15
705,0.012
706,0
707,0.01
708,0
709,0.024
710,0.038
711,0.036
712,0.118
713,0.004
714,0.006
715,0.016
716,0.502
717,0.002
718,0.004
719,0.008
720,0.012
721,0
722,0
723,0.03
724,0
725,0.118
726,0.042
727,0.008
728,0.026
729,0.022
730,0.472
731,0.144
732,0.036
733,0
734,0.006
735,0.078
736,0.014
737,0.078
738,0.136
739,0.008
740,0
741,0.002
742,0
743,0.09
744,0.032
745,0.004
746,0.026
747,0.006
748,0.064
749,0.02
750,0.042
751,0.256
752,0
753,0
754,0
755,0.022
756,0.014
757,0.02
758,0.024
759,0
760,0
761,0.006
762,0.04
763,0.058
764,0
