Id,Probability
1,0.448
2,0.118
3,0.104
4,0.548
5,0.81
6,0.366
7,0.426
8,0.484
9,0.008
10,0.968
11,0.034
12,0.136
13,0.006
14,0.398
15,0.412
16,0.066
17,0.296
18,0.034
19,0.826
20,0.54
21,0.026
22,0.12
23,0.012
24,0.998
25,0.65
26,0.03
27,0.54
28,0.004
29,0.274
30,0.178
31,0.366
32,0.01
33,0.058
34,0.564
35,0.812
36,0.344
37,0.186
38,0.066
39,0.016
40,0.392
41,0.79
42,0.892
43,0.666
44,0.03
45,0.548
46,0.004
47,0.004
48,0.076
49,0.026
50,0.21
51,0.064
52,0.096
53,0.042
54,0.388
55,0.076
56,0.724
57,0.072
58,0.802
59,0.752
60,0.768
61,0.272
62,0.054
63,0.14
64,0.144
65,0.102
66,0.052
67,0.13
68,0.928
69,0.016
70,0.958
71,0.026
72,0.66
73,0.014
74,0.962
75,0.022
76,0.412
77,0.694
78,0.22
79,0.202
80,0.054
81,0.022
82,0.066
83,0.288
84,0.024
85,0.07
86,0.038
87,0.466
88,0.002
89,0.202
90,0.18
91,0.398
92,0.104
93,0.116
94,0.166
95,0.048
96,0.416
97,0.158
98,0.586
99,0.064
100,0.058
101,0.626
102,0.61
103,0.004
104,0.602
105,0.636
106,0.058
107,0.878
108,0.128
109,0.016
110,0.132
111,0.174
112,0.292
113,0.072
114,0.964
115,0.764
116,0.012
117,0.002
118,0.796
119,0.128
120,0.032
121,0.036
122,0.4
123,0.066
124,0.76
125,0.022
126,0.064
127,0.062
128,0.04
129,0.002
130,0.152
131,0.198
132,0.76
133,0.088
134,0.418
135,0.802
136,0.022
137,0.96
138,0.528
139,0.014
140,0.104
141,0.014
142,0.022
143,0.062
144,0.02
145,0.908
146,0.016
147,0.028
148,0.544
149,0.018
150,0.238
151,0.002
152,0.078
153,0.002
154,0.012
155,0.078
156,0.086
157,0.564
158,0.05
159,0.512
160,0.07
161,0.012
162,0.27
163,0.034
164,0.408
165,0.154
166,0.068
167,0.99
168,0.038
169,0.826
170,0.046
171,0.024
172,0.14
173,0.022
174,0.464
175,0.06
176,0.972
177,0.158
178,0.326
179,0.064
180,0.062
181,0.57
182,0.018
183,0.128
184,0.042
185,0.768
186,0.002
187,0.024
188,0.202
189,0.544
190,0.056
191,0.16
192,0.282
193,0.05
194,0.418
195,0.014
196,0.15
197,0.08
198,0.044
199,0.01
200,0.008
201,0.668
202,0.224
203,0.798
204,0.216
205,0.144
206,0.022
207,0.064
208,0.014
209,0.734
210,0.002
211,0.828
212,0.092
213,0.1
214,0.034
215,0.03
216,0.55
217,0.058
218,0.846
219,0.036
220,0.008
221,0.052
222,0.012
223,0.136
224,0.016
225,0.016
226,0.59
227,0.024
228,0.506
229,0.632
230,0.792
231,0.88
232,0.11
233,0.086
234,0.066
235,0.044
236,0.932
237,0.436
238,0.004
239,0.03
240,0.118
241,0.456
242,0.104
243,0.018
244,0.16
245,0.694
246,0.048
247,0.142
248,0.016
249,0.068
250,0.866
251,0.092
252,0.762
253,0.002
254,0.654
255,0.012
256,0.004
257,0.338
258,0.748
259,0.396
260,0.764
261,0.03
262,0.084
263,0.032
264,0.348
265,0.744
266,0.022
267,0.478
268,0.342
269,0.894
270,0.022
271,0.168
272,0.23
273,0
274,0.036
275,0.076
276,0.112
277,0.114
278,0.014
279,0.66
280,0.092
281,0.936
282,0.416
283,0.414
284,0.006
285,0.064
286,0.012
287,0.044
288,0.496
289,0.588
290,0.64
291,0.832
292,0.022
293,0.144
294,0.018
295,0.044
296,0.206
297,0.09
298,0.114
299,0.006
300,0.012
301,0.578
302,0.018
303,0.112
304,0.042
305,0.986
306,0.404
307,0.002
308,0.808
309,0.862
310,0.05
311,0.886
312,0.028
313,0.804
314,0.212
315,0.348
316,0.71
317,0.836
318,0.048
319,0.02
320,0.694
321,0.49
322,0.082
323,0.06
324,0.032
325,0.558
326,0.05
327,0.124
328,0.266
329,0.124
330,0.002
331,0.052
332,0.036
333,0.036
334,0.352
335,0.578
336,0.266
337,0.038
338,0.924
339,0.156
340,0.022
341,0.002
342,0.154
343,0.078
344,0.396
345,0.296
346,0.044
347,0.868
348,0.262
349,0.068
350,0.01
351,0.29
352,0.124
353,0.026
354,0.756
355,0.03
356,0.004
357,0.918
358,0.02
359,0.238
360,0.868
361,0.038
362,0.02
363,0.028
364,0.066
365,0.608
366,0.738
367,0.332
368,0.602
369,0.06
370,0.938
371,0.018
372,0.714
373,0.098
374,0.054
375,0.1
376,0.056
377,0.124
378,0.096
379,0.08
380,0.096
381,0.028
382,0.036
383,0.316
384,0.402
385,0.03
386,0.018
387,0.008
388,0.078
389,0.18
390,0.09
391,0.03
392,0.022
